MeterId,MeterName,Type,Unit,RecordNumber,RecordName,DwellingType,ConstructionYear,RenovationYear,Country,PostalCode,FloorSurface,HouseholdSize,HeatingOn,CookingOn,HotWaterOn,EnergyPerformance,EnergyRating,Category,EnergyEfficiency,AuxiliaryHeatingOn,Installations,StreetAddress,Email,BusinessName,FullName,Multiplier,ReadingType
E5386528-DF56-475C-8C08-9ABD8AEC64C2,Elektriciteit Flukso,electricity,wh,EA-14106109,G12 De Kansel,AttachedHouse,<1970,<2011,BE,3000,210,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Zwartzustersstraat 6,g12@efika.be,G12 De Kansel,G12 De Kansel,1,continuous
BD380DC3-B728-4ABC-A918-E4BD176FAEE9,Aardgas Flukso,natural gas,l,EA-14106109,G12 De Kansel,AttachedHouse,<1971,<2012,BE,3000,210,1,natural gas,natural gas,natural gas,2,3,Food,traditional,none,no,Zwartzustersstraat 7,g12@efika.be,G12 De Kansel,G12 De Kansel,1,continuous
15DD9A8C-8EDC-4238-9603-006D76B3306A,Drinkwater Flukso,drinking water,l,EA-14106015,G06 New Mexico,AttachedHouse,<1972,<2012,BE,3000,209,1,natural gas,natural gas,natural gas,5,6,Food,traditional,other,no,Zwartzustersstraat 8,g06@efika.be,G06 New Mexico,G06 New Mexico,1,continuous
E0C9A465-BD04-423C-8C11-24E36FCC604F,Elektriciteit Flukso,electricity,wh,EA-14106015,G06 New Mexico,AttachedHouse,<1973,<2012,BE,3000,209,1,natural gas,natural gas,natural gas,8,9,Food,traditional,other,no,Zwartzustersstraat 9,g06@efika.be,G06 New Mexico,G06 New Mexico,1,continuous
74633324-7759-4060-818A-3B3D79E11BEC,Aardgas Flukso,natural gas,l,EA-14106015,G06 New Mexico,AttachedHouse,<1974,<2013,BE,3000,209,1,natural gas,natural gas,natural gas,5,6,Food,traditional,other,no,Zwartzustersstraat 10,g06@efika.be,G06 New Mexico,G06 New Mexico,1,continuous
8D7C883D-5F47-41B6-96E5-87FDF5F05D4A,Elektriciteit (dag),electricity,kwh,EA-14106015,G06 New Mexico,AttachedHouse,<1975,<2013,BE,3000,209,1,natural gas,natural gas,natural gas,2,3,Food,traditional,other,no,Zwartzustersstraat 11,g06@efika.be,G06 New Mexico,G06 New Mexico,1,continuous
F0BB61E4-0E42-4CBD-80EE-8CC603D0CE88,Elektriciteit (nacht),electricity,kwh,EA-14106015,G06 New Mexico,AttachedHouse,<1976,<2013,BE,3000,209,1,natural gas,natural gas,natural gas,2,3,Food,traditional,other,no,Zwartzustersstraat 12,g06@efika.be,G06 New Mexico,G06 New Mexico,1,continuous
A70CCB10-A2E5-4EAC-AE3F-E520BCE157C6,Aardgas,natural gas,cbm,EA-14106015,G06 New Mexico,AttachedHouse,<1977,<2014,BE,3000,209,1,natural gas,natural gas,natural gas,2,3,Food,traditional,other,no,Zwartzustersstraat 13,g06@efika.be,G06 New Mexico,G06 New Mexico,1,continuous
EE00A07B-9996-48DE-8563-F8210B267757,Drinkwater,drinking water,cbm,EA-14106015,G06 New Mexico,AttachedHouse,<1978,<2014,BE,3000,209,1,natural gas,natural gas,natural gas,85,86,Food,traditional,other,no,Zwartzustersstraat 14,g06@efika.be,G06 New Mexico,G06 New Mexico,1,continuous
13485AFE-81B5-42E8-B768-3269DB8B638F,Warmte,heat,kwh,EA-14123002,Dossier Oxfam Wereldwinkel,RowHouse,<1979,<2014,BE,3000,210,1,none,electricity,electricity,6,7,Retail,traditional,none,no,Parijsstraat 56,wereldwinkel@thinkcore.be,Oxfam Wereldwinkel,Oxfam Wereldwinkel,1,continuous
91440221-E970-4C2D-9236-64AB2372D2DA,wereldelek1,electricity,wh,EA-14123002,Dossier Oxfam Wereldwinkel,RowHouse,<1980,<2015,BE,3000,211,1,none,electricity,electricity,2,3,Retail,traditional,none,no,Parijsstraat 56,wereldwinkel@thinkcore.be,Oxfam Wereldwinkel,Oxfam Wereldwinkel,1,continuous
3DC0101C-8542-4E49-841E-AD856DA6E994,Elektriciteit,electricity,kwh,EA-14123002,Dossier Oxfam Wereldwinkel,RowHouse,<1981,<2015,BE,3000,212,1,none,electricity,electricity,5,6,Retail,traditional,none,no,Parijsstraat 56,wereldwinkel@thinkcore.be,Oxfam Wereldwinkel,Oxfam Wereldwinkel,1,continuous
87549981-E688-49B3-B703-E9A921FD52BB,Drinkwater,drinking water,cbm,EA-14123002,Dossier Oxfam Wereldwinkel,RowHouse,<1982,<2015,BE,3000,213,1,none,electricity,electricity,65,66,Retail,traditional,none,no,Parijsstraat 56,wereldwinkel@thinkcore.be,Oxfam Wereldwinkel,Oxfam Wereldwinkel,1,continuous
FEFFBDB5-846A-45AA-B507-EAD233D33C75,wereldelek3,electricity,wh,EA-14123002,Dossier Oxfam Wereldwinkel,RowHouse,<1983,<2016,BE,3000,214,1,none,electricity,electricity,52,53,Retail,traditional,none,no,Parijsstraat 56,wereldwinkel@thinkcore.be,Oxfam Wereldwinkel,Oxfam Wereldwinkel,1,continuous
A150D1E6-5601-4283-8C8D-F7A6A64D3254,wereldelek2,electricity,wh,EA-14123002,Dossier Oxfam Wereldwinkel,RowHouse,<1984,<2016,BE,3000,215,1,none,electricity,electricity,6,7,Retail,traditional,none,no,Parijsstraat 56,wereldwinkel@thinkcore.be,Oxfam Wereldwinkel,Oxfam Wereldwinkel,1,continuous
408141CF-58FF-4CF0-B86D-1F75F39B4896,Drinkwater Flukso,drinking water,l,EA-14105155,G01 Libertad,AttachedHouse,<1985,<2016,BE,3000,216,1,natural gas,none,none,5,6,Food,traditional,other,no,Muntstraat 28,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
CA0E6609-EA33-4419-9964-2983512A57EB,Elektriciteit (dag),electricity,kwh,EA-14105155,G01 Libertad,AttachedHouse,<1985,<2017,BE,3000,217,1,natural gas,none,none,5,6,Food,traditional,other,no,Muntstraat 28,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
05A3D9D7-5CCE-4CBB-A3EE-60690CBCE3B5,Elektriciteit Flukso,electricity,wh,EA-14105155,G01 Libertad,AttachedHouse,<1985,<2017,BE,3000,218,1,natural gas,none,none,5,6,Food,traditional,other,no,Muntstraat 28,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
246C689E-3884-4BFB-B398-B0C96136BC4F,Aardgas,natural gas,cbm,EA-14105155,G01 Libertad,AttachedHouse,<1985,<2017,BE,3000,219,1,natural gas,none,none,2,3,Food,traditional,other,no,Muntstraat 28,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
97AAB62E-3D4E-4C95-9109-DE8250813390,Drinkwater,drinking water,cbm,EA-14105155,G01 Libertad,AttachedHouse,<1985,<2018,BE,3000,220,1,natural gas,none,none,6,7,Food,traditional,other,no,Muntstraat 28,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
7AFA6883-C0B4-455A-826F-DF41E4BF10ED,Elektriciteit (nacht),electricity,kwh,EA-14105155,G01 Libertad,AttachedHouse,<1985,<2018,BE,3000,221,1,natural gas,none,none,6,7,Food,traditional,other,no,Muntstraat 28,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
86C730F2-2F85-4E1F-98EE-FA159B3C758A,Aardgas Flukso,natural gas,l,EA-14105155,G01 Libertad,AttachedHouse,<1985,<2018,BE,3000,222,1,natural gas,none,none,2,3,Food,traditional,other,no,Muntstraat 28,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
A4CF27A9-CF7B-4F7F-A0EF-2947ABC2FB68,Elektriciteit Nacht,electricity,kwh,EA-14123117,De Walvis,RowHouse,<1986,<2019,BE,3000,223,1,natural gas,natural gas,natural gas,22,23,Retail,traditional,none,no,Muntstraat 29,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
4E5B5ACD-589F-46A8-A543-4B2742643ADD,Walvis1,electricity,wh,EA-14123117,De Walvis,RowHouse,<1987,<2019,BE,3000,224,1,natural gas,natural gas,natural gas,6,7,Retail,traditional,none,no,Muntstraat 30,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
0DABCCD3-8D19-4629-9FC8-60A582832897,Walvis2,electricity,wh,EA-14123117,De Walvis,RowHouse,<1988,<2019,BE,3000,225,1,natural gas,natural gas,natural gas,2,3,Retail,traditional,none,no,Muntstraat 31,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
67C5F2A6-7516-4FEC-A038-620927B4ADA1,Walvis3,electricity,wh,EA-14123117,De Walvis,RowHouse,<1989,<2020,BE,3000,226,1,natural gas,natural gas,natural gas,2,3,Retail,traditional,none,no,Muntstraat 32,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
DE95B48D-DCB7-4CDF-A9DD-6CEFA5940FEB,Drinkwater,drinking water,cbm,EA-14123117,De Walvis,RowHouse,<1990,<2020,BE,3000,227,1,natural gas,natural gas,natural gas,66,67,Retail,traditional,none,no,Muntstraat 33,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
0A5CD714-509F-42C3-A8E1-73726E18CDE5,Aardgas,natural gas,cbm,EA-14123117,De Walvis,RowHouse,<1991,<2020,BE,3000,228,1,natural gas,natural gas,natural gas,2,3,Retail,traditional,none,no,Muntstraat 34,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
73847A20-8E03-4220-A617-7A332C6EA3A5,Walvis_Water,drinking water,l,EA-14123117,De Walvis,RowHouse,<1992,<2021,BE,3000,229,1,natural gas,natural gas,natural gas,3,4,Retail,traditional,none,no,Muntstraat 35,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
4630FEE8-0F54-4C6B-9714-82BEFD16079E,Elektriciteit Dag,electricity,kwh,EA-14123117,De Walvis,RowHouse,<1993,<2021,BE,3000,230,1,natural gas,natural gas,natural gas,2,3,Retail,traditional,none,no,Muntstraat 36,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
BECB0715-05E6-43E5-B51F-A416086E2951,Walvis_Gas,natural gas,l,EA-14123117,De Walvis,RowHouse,<1994,<2021,BE,3000,231,1,natural gas,natural gas,natural gas,2,3,Retail,traditional,none,no,Muntstraat 37,de.walvis@thinkcore.be,De Walvis,De Walvis,1,continuous
3313DF22-B61C-4BF5-8197-3AB1E6B0E2F4,Elektriciteit Flukso,electricity,wh,EA-14106130,G08 Troubadour,AttachedHouse,<1995,<2022,BE,3000,232,1,natural gas,natural gas,natural gas,6,7,Food,traditional,none,no,Muntstraat 38,g08@efika.be,G08 Troubadour,G08 Troubadour,1,continuous
B5A14A2D-5F6E-4791-B89C-4935EDA9D08B,Drinkwater Flukso,drinking water,l,EA-14106130,G08 Troubadour,AttachedHouse,<1996,<2022,BE,3000,233,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Muntstraat 39,g08@efika.be,G08 Troubadour,G08 Troubadour,1,continuous
93FBA66E-4A4D-4339-B940-4E0A4280B0A2,Elektriciteit (nacht),electricity,kwh,EA-14106130,G08 Troubadour,AttachedHouse,<1997,<2022,BE,3000,234,1,natural gas,natural gas,natural gas,58,59,Food,traditional,none,no,Muntstraat 40,g08@efika.be,G08 Troubadour,G08 Troubadour,1,continuous
662E7FF7-A8E7-481E-838B-6B13200D515E,Aardgas Flukso,natural gas,l,EA-14106130,G08 Troubadour,AttachedHouse,<1998,<2023,BE,3000,235,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Muntstraat 41,g08@efika.be,G08 Troubadour,G08 Troubadour,1,continuous
7E204E20-F47A-431B-B75E-A843279AA6EA,Elektriciteit (dag),electricity,kwh,EA-14106130,G08 Troubadour,AttachedHouse,<1999,<2023,BE,3000,236,1,natural gas,natural gas,natural gas,6,7,Food,traditional,none,no,Muntstraat 42,g08@efika.be,G08 Troubadour,G08 Troubadour,1,continuous
E332BF78-338E-4E0D-9413-A9FF9BCB7023,Aardgas,natural gas,cbm,EA-14106130,G08 Troubadour,AttachedHouse,<2000,<2023,BE,3000,237,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Muntstraat 43,g08@efika.be,G08 Troubadour,G08 Troubadour,1,continuous
4B2D1505-235D-4DB3-BA94-AD7E9093DE57,Drinkwater,drinking water,cbm,EA-14106130,G08 Troubadour,AttachedHouse,<2001,<2024,BE,3000,238,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Muntstraat 44,g08@efika.be,G08 Troubadour,G08 Troubadour,1,continuous
C85A7069-22E2-46E2-BA2E-0140A6774A54,Drinkwater,drinking water,cbm,EA-14105162,G02 Kokoon,AttachedHouse,<2002,<2024,BE,3000,239,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Muntstraat 45,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
8277D703-99FF-46C9-A8D8-2926405FA7B9,Elektriciteit (nacht),electricity,kwh,EA-14105162,G02 Kokoon,AttachedHouse,<2003,<2024,BE,3000,240,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Muntstraat 46,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
58070319-E4CD-4CEA-9CAD-32830998FCAD,Elektriciteit (dag),electricity,kwh,EA-14105162,G02 Kokoon,AttachedHouse,<2004,<2025,BE,3000,241,1,natural gas,natural gas,natural gas,65,66,Food,traditional,none,no,Muntstraat 47,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
E422C5EE-E201-45A3-8673-9B1CFBE9936B,Aardgas Flukso,natural gas,l,EA-14105162,G02 Kokoon,AttachedHouse,<2005,<2025,BE,3000,242,1,natural gas,natural gas,natural gas,5,6,Food,traditional,none,no,Muntstraat 48,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
EF2A3F99-AD6B-4B79-99DB-DF6DD50BBB1E,Elektriciteit Flukso,electricity,wh,EA-14105162,G02 Kokoon,AttachedHouse,<2006,<2025,BE,3000,243,1,natural gas,natural gas,natural gas,6,7,Food,traditional,none,no,Muntstraat 49,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
4AFD94C4-9320-4CC9-8248-F3F5827FB323,Aardgas,natural gas,cbm,EA-14105162,G02 Kokoon,AttachedHouse,<2007,<2026,BE,3000,244,1,natural gas,natural gas,natural gas,9,10,Food,traditional,none,no,Muntstraat 50,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
7628BB98-A6AA-47E9-B516-374CD2915DCA,Drinkwater Flukso,drinking water,l,EA-14106129,G03 MusiCafe,AttachedHouse,<2008,<2026,BE,3000,245,1,natural gas,none,natural gas,45,46,Food,traditional,none,no,Muntstraat 51,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
01844D2C-32D9-4A06-90F1-384A4324ED83,Elektriciteit (dag),electricity,kwh,EA-14106129,G03 MusiCafe,AttachedHouse,<2009,<2026,BE,3000,246,1,natural gas,none,natural gas,8,9,Food,traditional,none,no,Muntstraat 52,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
B8FB01DE-FB90-4137-AA8E-38CA5FA47727,Aardgas Flukso,natural gas,l,EA-14106129,G03 MusiCafe,AttachedHouse,<2010,<2027,BE,3000,247,1,natural gas,none,natural gas,52,53,Food,traditional,none,no,Muntstraat 53,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
6615FCB9-CD27-411D-B526-44509FC82A04,Aardgas,natural gas,cbm,EA-14106129,G03 MusiCafe,AttachedHouse,<2011,<2027,BE,3000,248,1,natural gas,none,natural gas,6,7,Food,traditional,none,no,Muntstraat 54,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
E943A5AA-EAFD-4C27-AECC-A49601F91D5C,Elektriciteit Flukso,electricity,wh,EA-14106129,G03 MusiCafe,AttachedHouse,<2012,<2027,BE,3000,249,1,natural gas,none,natural gas,6,7,Food,traditional,none,no,Muntstraat 55,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
93D111AE-5191-426A-9708-D88B025344D8,Drinkwater,drinking water,cbm,EA-14106129,G03 MusiCafe,AttachedHouse,<2013,<2028,BE,3000,250,1,natural gas,none,natural gas,5,6,Food,traditional,none,no,Muntstraat 56,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
2127C8BC-47DE-4707-BF5D-D90B2483BBAB,Elektriciteit (nacht),electricity,kwh,EA-14106129,G03 MusiCafe,AttachedHouse,<2014,<2028,BE,3000,251,1,natural gas,none,natural gas,6,7,Food,traditional,none,no,Muntstraat 57,g01@efika.be,G01 Libertad,G01 Libertad,1,continuous
