MeterId;MeterName;Type;Unit;RecordNumber;RecordName;DwellingType;ConstructionYear;RenovationYear;Country;PostalCode;FloorSurface;HouseholdSize;HeatingOn;CookingOn;HotWaterOn;EnergyPerformance;EnergyRating;Category;EnergyEfficiency;AuxiliaryHeatingOn;Installations;StreetAddress;Email;BusinessName;FullName;Multiplier;ReadingType
64BC8251-3268-4556-9766-E09E4262D2C6;Barboek gas;natural gas;l;EA-14123735;Barboek;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Schrijnmakersstraat 17;barboek@thinkcore.be;Barboek;Barboek;1;continuous
CBB4AC3E-8424-45D1-920D-3A34AD4B90F8;Elektriciteit;electricity;kwh;EA-14123735;Barboek;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Schrijnmakersstraat 17;barboek@thinkcore.be;Barboek;Barboek;1;continuous
F56C9E29-A165-419C-979A-83033ED7AE0A;Elektriciteit (nacht);electricity;kwh;EA-14123737;Elsen;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Mechelsestraat 36;elsen@thinkcore.be;Elsen;Elsen;1;continuous
11756A8E-08EC-4218-8355-AA3201EA2793;Aardgas;natural gas;cbm;EA-14123735;Barboek;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Schrijnmakersstraat 17;barboek@thinkcore.be;Barboek;Barboek;1;continuous
A4B42D74-3B1B-40D7-AB31-3DAA90914F6C;Elsen_elek_2;electricity;wh;EA-14123737;Elsen;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Mechelsestraat 36;elsen@thinkcore.be;Elsen;Elsen;1;continuous
307510A6-409C-4557-AF12-E3B65C7CC7CA;Elsen_elek_3;electricity;wh;EA-14123737;Elsen;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Mechelsestraat 36;elsen@thinkcore.be;Elsen;Elsen;1;continuous
408141CF-58FF-4CF0-B86D-1F75F39B4896;Drinkwater Flukso;drinking water;l;EA-14105155;G01 Libertad;AttachedHouse;<1985;;BE;3000;;1.0;natural gas;none;none;;;Food;traditional;other;;Muntstraat 28;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
29FD4114-4672-4CF2-8EE0-64F6ADAF9A30;ElsenGas;natural gas;l;EA-14123737;Elsen;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Mechelsestraat 36;elsen@thinkcore.be;Elsen;Elsen;1;continuous
8B381DEF-2B6E-4749-BDDE-867D3D490F2A;Elsen_elek_1;electricity;wh;EA-14123737;Elsen;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Mechelsestraat 36;elsen@thinkcore.be;Elsen;Elsen;1;continuous
05A3D9D7-5CCE-4CBB-A3EE-60690CBCE3B5;Elektriciteit Flukso;electricity;wh;EA-14105155;G01 Libertad;AttachedHouse;<1985;;BE;3000;;1.0;natural gas;none;none;;;Food;traditional;other;;Muntstraat 28;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
D52C27E9-3149-4A51-978B-D57E26EA4B26;Elektriciteit (dag);electricity;kwh;EA-14123737;Elsen;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;Mechelsestraat 36;elsen@thinkcore.be;Elsen;Elsen;1;continuous
97AAB62E-3D4E-4C95-9109-DE8250813390;Drinkwater;drinking water;cbm;EA-14105155;G01 Libertad;AttachedHouse;<1985;;BE;3000;;1.0;natural gas;none;none;;;Food;traditional;other;;Muntstraat 28;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
CA0E6609-EA33-4419-9964-2983512A57EB;Elektriciteit (dag);electricity;kwh;EA-14105155;G01 Libertad;AttachedHouse;<1985;;BE;3000;;1.0;natural gas;none;none;;;Food;traditional;other;;Muntstraat 28;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
86C730F2-2F85-4E1F-98EE-FA159B3C758A;Aardgas Flukso;natural gas;l;EA-14105155;G01 Libertad;AttachedHouse;<1985;;BE;3000;;1.0;natural gas;none;none;;;Food;traditional;other;;Muntstraat 28;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
246C689E-3884-4BFB-B398-B0C96136BC4F;Aardgas;natural gas;cbm;EA-14105155;G01 Libertad;AttachedHouse;<1985;;BE;3000;;1.0;natural gas;none;none;;;Food;traditional;other;;Muntstraat 28;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
7AFA6883-C0B4-455A-826F-DF41E4BF10ED;Elektriciteit (nacht);electricity;kwh;EA-14105155;G01 Libertad;AttachedHouse;<1985;;BE;3000;;1.0;natural gas;none;none;;;Food;traditional;other;;Muntstraat 28;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
404AEB88-F5F8-436E-94F7-223EE87D8BB7;Elektriciteit (nacht);electricity;kwh;EA-14106111;G07 Mykene;AttachedHouse;;<2005;BE;3000;410.0;1.0;natural gas;natural gas;natural gas;;;Food;traditional;natural gas;;Muntstraat , 44;g07@efika.be;G07 Mykene;G07 Mykene;1;continuous
5553EC7E-D2F7-4CF0-BD2A-27CA3B95FA00;Aardgas Flukso;natural gas;l;EA-14106111;G07 Mykene;AttachedHouse;;<2005;BE;3000;410.0;1.0;natural gas;natural gas;natural gas;;;Food;traditional;natural gas;;Muntstraat , 44;g07@efika.be;G07 Mykene;G07 Mykene;1;continuous
47DB61A1-050F-4900-A7AE-AECF2E7AF5D8;Aardgas;natural gas;cbm;EA-14106111;G07 Mykene;AttachedHouse;;<2005;BE;3000;410.0;1.0;natural gas;natural gas;natural gas;;;Food;traditional;natural gas;;Muntstraat , 44;g07@efika.be;G07 Mykene;G07 Mykene;1;continuous
5CEC0721-2858-4BA4-B705-E53C540E1016;Elektriciteit Flukso;electricity;wh;EA-14106111;G07 Mykene;AttachedHouse;;<2005;BE;3000;410.0;1.0;natural gas;natural gas;natural gas;;;Food;traditional;natural gas;;Muntstraat , 44;g07@efika.be;G07 Mykene;G07 Mykene;1;continuous
74633324-7759-4060-818A-3B3D79E11BEC;Aardgas Flukso;natural gas;l;EA-14106015;G06 New Mexico;AttachedHouse;;;BE;3000;209.0;1.0;natural gas;natural gas;natural gas;;;Food;;other;;;g06@efika.be;G06 New Mexico;G06 New Mexico;1;continuous
EE47B462-9C04-4E7E-912D-EB6F9D8E84BF;Elektriciteit (dag);electricity;kwh;EA-14106111;G07 Mykene;AttachedHouse;;<2005;BE;3000;410.0;1.0;natural gas;natural gas;natural gas;;;Food;traditional;natural gas;;Muntstraat , 44;g07@efika.be;G07 Mykene;G07 Mykene;1;continuous
F0BB61E4-0E42-4CBD-80EE-8CC603D0CE88;Elektriciteit (nacht);electricity;kwh;EA-14106015;G06 New Mexico;AttachedHouse;;;BE;3000;209.0;1.0;natural gas;natural gas;natural gas;;;Food;;other;;;g06@efika.be;G06 New Mexico;G06 New Mexico;1;continuous
15DD9A8C-8EDC-4238-9603-006D76B3306A;Drinkwater Flukso;drinking water;l;EA-14106015;G06 New Mexico;AttachedHouse;;;BE;3000;209.0;1.0;natural gas;natural gas;natural gas;;;Food;;other;;;g06@efika.be;G06 New Mexico;G06 New Mexico;1;continuous
E0C9A465-BD04-423C-8C11-24E36FCC604F;Elektriciteit Flukso;electricity;wh;EA-14106015;G06 New Mexico;AttachedHouse;;;BE;3000;209.0;1.0;natural gas;natural gas;natural gas;;;Food;;other;;;g06@efika.be;G06 New Mexico;G06 New Mexico;1;continuous
3313DF22-B61C-4BF5-8197-3AB1E6B0E2F4;Elektriciteit Flukso;electricity;wh;EA-14106130;G08 Troubadour;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;none;;;g08@efika.be;G08 Troubadour;G08 Troubadour;1;continuous
B5A14A2D-5F6E-4791-B89C-4935EDA9D08B;Drinkwater Flukso;drinking water;l;EA-14106130;G08 Troubadour;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;none;;;g08@efika.be;G08 Troubadour;G08 Troubadour;1;continuous
A70CCB10-A2E5-4EAC-AE3F-E520BCE157C6;Aardgas;natural gas;cbm;EA-14106015;G06 New Mexico;AttachedHouse;;;BE;3000;209.0;1.0;natural gas;natural gas;natural gas;;;Food;;other;;;g06@efika.be;G06 New Mexico;G06 New Mexico;1;continuous
EE00A07B-9996-48DE-8563-F8210B267757;Drinkwater;drinking water;cbm;EA-14106015;G06 New Mexico;AttachedHouse;;;BE;3000;209.0;1.0;natural gas;natural gas;natural gas;;;Food;;other;;;g06@efika.be;G06 New Mexico;G06 New Mexico;1;continuous
8D7C883D-5F47-41B6-96E5-87FDF5F05D4A;Elektriciteit (dag);electricity;kwh;EA-14106015;G06 New Mexico;AttachedHouse;;;BE;3000;209.0;1.0;natural gas;natural gas;natural gas;;;Food;;other;;;g06@efika.be;G06 New Mexico;G06 New Mexico;1;continuous
93FBA66E-4A4D-4339-B940-4E0A4280B0A2;Elektriciteit (nacht);electricity;kwh;EA-14106130;G08 Troubadour;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;none;;;g08@efika.be;G08 Troubadour;G08 Troubadour;1;continuous
4B2D1505-235D-4DB3-BA94-AD7E9093DE57;Drinkwater;drinking water;cbm;EA-14106130;G08 Troubadour;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;none;;;g08@efika.be;G08 Troubadour;G08 Troubadour;1;continuous
662E7FF7-A8E7-481E-838B-6B13200D515E;Aardgas Flukso;natural gas;l;EA-14106130;G08 Troubadour;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;none;;;g08@efika.be;G08 Troubadour;G08 Troubadour;1;continuous
C85A7069-22E2-46E2-BA2E-0140A6774A54;Drinkwater;drinking water;cbm;EA-14105162;G02 Kokoon;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
7E204E20-F47A-431B-B75E-A843279AA6EA;Elektriciteit (dag);electricity;kwh;EA-14106130;G08 Troubadour;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;none;;;g08@efika.be;G08 Troubadour;G08 Troubadour;1;continuous
58070319-E4CD-4CEA-9CAD-32830998FCAD;Elektriciteit (dag);electricity;kwh;EA-14105162;G02 Kokoon;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
E332BF78-338E-4E0D-9413-A9FF9BCB7023;Aardgas;natural gas;cbm;EA-14106130;G08 Troubadour;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;none;;;g08@efika.be;G08 Troubadour;G08 Troubadour;1;continuous
EF2A3F99-AD6B-4B79-99DB-DF6DD50BBB1E;Elektriciteit Flukso;electricity;wh;EA-14105162;G02 Kokoon;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
8277D703-99FF-46C9-A8D8-2926405FA7B9;Elektriciteit (nacht);electricity;kwh;EA-14105162;G02 Kokoon;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
E422C5EE-E201-45A3-8673-9B1CFBE9936B;Aardgas Flukso;natural gas;l;EA-14105162;G02 Kokoon;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
01844D2C-32D9-4A06-90F1-384A4324ED83;Elektriciteit (dag);electricity;kwh;EA-14106129;G03 MusiCafe;AttachedHouse;;;BE;3000;;1.0;natural gas;none;natural gas;;;Food;;none;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
4AFD94C4-9320-4CC9-8248-F3F5827FB323;Aardgas;natural gas;cbm;EA-14105162;G02 Kokoon;AttachedHouse;;;BE;3000;;1.0;natural gas;natural gas;natural gas;;;Food;;;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
6615FCB9-CD27-411D-B526-44509FC82A04;Aardgas;natural gas;cbm;EA-14106129;G03 MusiCafe;AttachedHouse;;;BE;3000;;1.0;natural gas;none;natural gas;;;Food;;none;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
E943A5AA-EAFD-4C27-AECC-A49601F91D5C;Elektriciteit Flukso;electricity;wh;EA-14106129;G03 MusiCafe;AttachedHouse;;;BE;3000;;1.0;natural gas;none;natural gas;;;Food;;none;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
93D111AE-5191-426A-9708-D88B025344D8;Drinkwater;drinking water;cbm;EA-14106129;G03 MusiCafe;AttachedHouse;;;BE;3000;;1.0;natural gas;none;natural gas;;;Food;;none;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
2127C8BC-47DE-4707-BF5D-D90B2483BBAB;Elektriciteit (nacht);electricity;kwh;EA-14106129;G03 MusiCafe;AttachedHouse;;;BE;3000;;1.0;natural gas;none;natural gas;;;Food;;none;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
7628BB98-A6AA-47E9-B516-374CD2915DCA;Drinkwater Flukso;drinking water;l;EA-14106129;G03 MusiCafe;AttachedHouse;;;BE;3000;;1.0;natural gas;none;natural gas;;;Food;;none;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
B8FB01DE-FB90-4137-AA8E-38CA5FA47727;Aardgas Flukso;natural gas;l;EA-14106129;G03 MusiCafe;AttachedHouse;;;BE;3000;;1.0;natural gas;none;natural gas;;;Food;;none;;;g01@efika.be;G01 Libertad;G01 Libertad;1;continuous
13485AFE-81B5-42E8-B768-3269DB8B638F;Warmte;heat;kwh;EA-14123002;Dossier Oxfam Wereldwinkel;;;;BE;3000;;;none;electricity;electricity;;;Retail;;none;;Parijsstraat 56;wereldwinkel@thinkcore.be;Oxfam Wereldwinkel;Oxfam Wereldwinkel;1;continuous
FEFFBDB5-846A-45AA-B507-EAD233D33C75;wereldelek3;electricity;wh;EA-14123002;Dossier Oxfam Wereldwinkel;;;;BE;3000;;;none;electricity;electricity;;;Retail;;none;;Parijsstraat 56;wereldwinkel@thinkcore.be;Oxfam Wereldwinkel;Oxfam Wereldwinkel;1;continuous
91440221-E970-4C2D-9236-64AB2372D2DA;wereldelek1;electricity;wh;EA-14123002;Dossier Oxfam Wereldwinkel;;;;BE;3000;;;none;electricity;electricity;;;Retail;;none;;Parijsstraat 56;wereldwinkel@thinkcore.be;Oxfam Wereldwinkel;Oxfam Wereldwinkel;1;continuous
3DC0101C-8542-4E49-841E-AD856DA6E994;Elektriciteit;electricity;kwh;EA-14123002;Dossier Oxfam Wereldwinkel;;;;BE;3000;;;none;electricity;electricity;;;Retail;;none;;Parijsstraat 56;wereldwinkel@thinkcore.be;Oxfam Wereldwinkel;Oxfam Wereldwinkel;1;continuous
87549981-E688-49B3-B703-E9A921FD52BB;Drinkwater;drinking water;cbm;EA-14123002;Dossier Oxfam Wereldwinkel;;;;BE;3000;;;none;electricity;electricity;;;Retail;;none;;Parijsstraat 56;wereldwinkel@thinkcore.be;Oxfam Wereldwinkel;Oxfam Wereldwinkel;1;continuous
94C76BE3-DAEF-4055-A57F-AEB11A4DE476;Proximus_el_3;electricity;wh;EA-14124735;Proximus Bond;;;;BE;3000;;;natural gas;none;natural gas;;;Retail;;none;;;proximusbondgenoten@gmail.com;CORE;Proximus Bond;1;continuous
A150D1E6-5601-4283-8C8D-F7A6A64D3254;wereldelek2;electricity;wh;EA-14123002;Dossier Oxfam Wereldwinkel;;;;BE;3000;;;none;electricity;electricity;;;Retail;;none;;Parijsstraat 56;wereldwinkel@thinkcore.be;Oxfam Wereldwinkel;Oxfam Wereldwinkel;1;continuous
8656C84F-ACA4-4D6D-96A6-11B1568EF75E;Proximus_el_2;electricity;wh;EA-14124735;Proximus Bond;;;;BE;3000;;;natural gas;none;natural gas;;;Retail;;none;;;proximusbondgenoten@gmail.com;CORE;Proximus Bond;1;continuous
93FA1BA5-2321-49F4-B9E3-4C63D2D9506F;Elektriciteit;electricity;kwh;EA-14124735;Proximus Bond;;;;BE;3000;;;natural gas;none;natural gas;;;Retail;;none;;;proximusbondgenoten@gmail.com;CORE;Proximus Bond;1;continuous
4E5B5ACD-589F-46A8-A543-4B2742643ADD;Walvis1;electricity;wh;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
0DABCCD3-8D19-4629-9FC8-60A582832897;Walvis2;electricity;wh;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
67C5F2A6-7516-4FEC-A038-620927B4ADA1;Walvis3;electricity;wh;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
4B98A8F6-01E7-4548-98FC-B5E72F072574;Elektriciteit nacht;electricity;kwh;EA-14124735;Proximus Bond;;;;BE;3000;;;natural gas;none;natural gas;;;Retail;;none;;;proximusbondgenoten@gmail.com;CORE;Proximus Bond;1;continuous
0FD6FEEC-D826-4EC9-AD24-D2152D032F16;Proximus_el_1;electricity;wh;EA-14124735;Proximus Bond;;;;BE;3000;;;natural gas;none;natural gas;;;Retail;;none;;;proximusbondgenoten@gmail.com;CORE;Proximus Bond;1;continuous
73847A20-8E03-4220-A617-7A332C6EA3A5;Walvis_Water;drinking water;l;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
4630FEE8-0F54-4C6B-9714-82BEFD16079E;Elektriciteit Dag;electricity;kwh;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
A4CF27A9-CF7B-4F7F-A0EF-2947ABC2FB68;Elektriciteit Nacht;electricity;kwh;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
DE95B48D-DCB7-4CDF-A9DD-6CEFA5940FEB;Drinkwater;drinking water;cbm;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
0A5CD714-509F-42C3-A8E1-73726E18CDE5;Aardgas;natural gas;cbm;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
BECB0715-05E6-43E5-B51F-A416086E2951;Walvis_Gas;natural gas;l;EA-14123117;De Walvis;;;;BE;3000;;;natural gas;natural gas;natural gas;;;Retail;;none;;;de.walvis@thinkcore.be;De Walvis;De Walvis;1;continuous
